RIC;Name;Country;ISO;Weight
AGUASA.SN;AGUAS ANDINAS SA ORD;CHILE;CL;0.000706
DOHOL.IS;DOGAN SIRKETLER GRUBU HOLDING AS ORD;TURKEY;TR;0.000321
053610.KQ;PROTEC CO LTD ORD;KOREA;KR;0.00016
6121.TWO;SIMPLO TECHNOLOGY CO LTD ORD;TAIWAN;TW;0.001982
6146.TWO;SPORTON INTERNATIONAL INC ORD;TAIWAN;TW;0.000553
6188.TWO;QUANTA STORAGE INC ORD;TAIWAN;TW;0.000455
1537.TW;KUNG LONG BATTERIES INDUSTRIAL CO LTD ORD;TAIWAN;TW;0.000218
BLANDf.BK;BANGKOK LAND PCL ORD;THAILAND;TH;0.000154
2328.TW;PAN-INTERNATIONAL INDUSTRIAL CORP ORD;TAIWAN;TW;0.00037
5534.TW;CHONG HONG CONSTRUCTION CO LTD ORD;TAIWAN;TW;0.00033
AFEJ.J;AECI LTD ORD;SOUTH AFRICA;ZA;0.000591
AVIJ.J;AVI LTD ORD;SOUTH AFRICA;ZA;0.001293
2889.TW;IBF FINANCIAL HOLDINGS CO LTD ORD;TAIWAN;TW;0.000812
HEIN.KL;HEINEKEN MALAYSIA BHD ORD;MALAYSIA;MY;0.000605
0535.HK;GEMDALE PROPERTIES AND INVESTMENT CORPORATION LTD ORD;HONG KONG;HK;0.000221
UMWS.SI^K98;UMW HOLDINGS BHD ORD;MALAYSIA;MY;0.000387
1736.TW;JOHNSON HEALTH TECH CO LTD ORD;TAIWAN;TW;0.000178
6223.TWO;MPI CORP ORD;TAIWAN;TW;0.000513
STAf.BK;SRI TRANG AGRO INDUSTRY PCL ORD;THAILAND;TH;0.000305
1477.TW;MAKALOT INDUSTRIAL CO LTD ORD;TAIWAN;TW;0.002164
MILP.WA;BANK MILLENNIUM SA ORD;POLAND;PL;0.001111
6235.TW;WAFFER TECHNOLOGY CORP ORD;TAIWAN;TW;0.000446
6257.TW;SIGURD MICROELECTRONICS CORP ORD;TAIWAN;TW;0.000813
DCCn.BK;DYNASTY CERAMIC NVDR;THAILAND;TH;0.000156
SCCCn.BK;SIAM CITY NVDR;THAILAND;TH;0.00025
TASCOn.BK;TIPCO ASPHALT NVDR;THAILAND;TH;0.000214
TUn.BK;THAI UNION GRO NVDR;THAILAND;TH;0.001032
6282.TW;ACBEL POLYTECH INC ORD;TAIWAN;TW;0.00068
6605.TW;DEPO AUTO PARTS INDUSTRIAL CO LTD ORD;TAIWAN;TW;0.000329
2329.TW;ORIENT SEMICONDUCTOR ELECTRONICS LTD ORD;TAIWAN;TW;0.000591
TKGJ.J;TELKOM SA TELKOM SA TELKOM ORD;SOUTH AFRICA;ZA;0.000385
MEG.PS;MEGAWORLD CORP ORD;PHILIPPINES;PH;0.000294
2314.HK;LEE & MAN PAPER MANUFACTURING LTD ORD;HONG KONG;HK;0.000331
034310.KS;NICE HOLDINGS CO LTD ORD;KOREA;KR;0.000102
MAGM.KL;MAGNUM BHD ORD;MALAYSIA;MY;0.000166
KPJH.KL;KPJ HEALTHCARE BHD ORD;MALAYSIA;MY;0.000395
1208.HK;MMG LTD ORD;AUSTRALIA;AU;0.000771
9921.TW;GIANT MANUFACTURING CO LTD ORD;TAIWAN;TW;0.001584
1710.TW;ORIENTAL UNION CHEMICAL CORP ORD;TAIWAN;TW;0.000254
KONYA.IS;KONYA CIMENTO SANAYII AS ORD;TURKEY;TR;0.000208
2337.TW;MACRONIX INTERNATIONAL CO LTD ORD;TAIWAN;TW;0.00169
CBMS.KL;CARLSBERG BREWERY MALAYSIA BHD ORD;MALAYSIA;MY;0.000527
GRTJ.J;GROWTHPOINT PROPERTIES LTD ORD;SOUTH AFRICA;ZA;0.001832
2338.TW;TAIWAN MASK CORP ORD;TAIWAN;TW;0.000419
HCIJ.J;HOSKEN CONSOLIDATED INVESTMENTS LTD ORD;SOUTH AFRICA;ZA;0.000422
PETKM.IS;PETKIM PETROKIMYA HOLDING AS ORD;TURKEY;TR;0.000609
RLC.PS;ROBINSONS LAND CORP ORD;PHILIPPINES;PH;0.00044
SARKY.IS;SARKUYSAN ELEKTROLITIK BAKIR SANAYI VE TICARET AS ORD;TURKEY;TR;0.000295
TSKB.IS;TURKIYE SINAI KALKINMA BANKASI AS ORD;TURKEY;TR;0.000199
SREK.KW;SALHIA REAL ESTATE CO KSCP ORD;KUWAIT;KW;0.000547
2530.TW;DELPHA CONSTRUCTION CO LTD ORD;TAIWAN;TW;0.000321
AFIN.KL;AFFIN BANK BHD ORD;MALAYSIA;MY;0.000143
1314.TW;CHINA PETROCHEMICAL DEVELOPMENT CORP ORD;TAIWAN;TW;0.000978
SNTJ.J;SANTAM LTD ORD;SOUTH AFRICA;ZA;0.000594
OMNJ.J;OMNIA HOLDINGS LTD ORD;SOUTH AFRICA;ZA;0.000578
KTY.WA;GRUPA KETY SA ORD;POLAND;PL;0.001564
1232.TW;TTET UNION CORP ORD;TAIWAN;TW;0.000067
TAKA.KL;SYARIKAT TAKAFUL MALAYSIA KELUARGA BHD ORD;MALAYSIA;MY;0.00011
900941.SS;EASTERN COMMUNICATIONS CO LTD ORD;CHINA;CN;0.000105
0297.HK;SINOFERT HOLDINGS LTD ORD;HONG KONG;HK;0.000219
2355.TW;CHIN-POON INDUSTRIAL CO LTD ORD;TAIWAN;TW;0.00051
900942.SS;HUANGSHAN TOURISM DEVELOPMENT CO LTD ORD;CHINA;CN;0.000098
0604.HK;SHENZHEN INVESTMENT LTD ORD;HONG KONG;HK;0.000352
1532.TW;CHINA METAL PRODUCTS CO LTD ORD;TAIWAN;TW;0.000272
2838.TW;UNION BANK OF TAIWAN ORD;TAIWAN;TW;0.000396
YTLP.KL;YTL POWER INTERNATIONAL BHD ORD;MALAYSIA;MY;0.000948
AKSA.IS;AKSA AKRILIK KIMYA SANAYII AS ORD;TURKEY;TR;0.000442
AMATAf.BK;AMATA CORPORATION PCL ORD;THAILAND;TH;0.000208
018290.KQ;VT CO LTD ORD;KOREA;KR;0.000234
025980.KQ;ANANTI INC ORD;KOREA;KR;0.000259
015750.KQ;SUNGWOO HITECH CO LTD ORD;KOREA;KR;0.00023
2363.TW;SILICON INTEGRATED SYSTEMS CORP ORD;TAIWAN;TW;0.000715
2401.TW;SUNPLUS TECHNOLOGY CO LTD ORD;TAIWAN;TW;0.000425
2393.TW;EVERLIGHT ELECTRONICS CO LTD ORD;TAIWAN;TW;0.000554
009520.KQ;POSCO M-TECH CO LTD ORD;KOREA;KR;0.00047
ALARK.IS;ALARKO HOLDING AS ORD;TURKEY;TR;0.000443
2368.TW;GOLD CIRCUIT ELECTRONICS LTD ORD;TAIWAN;TW;0.001916
2312.TW;KINPO ELECTRONICS INC ORD;TAIWAN;TW;0.000493
1904.TW;CHENG LOONG CORP ORD;TAIWAN;TW;0.000627
1718.TW;CHINA MAN-MADE FIBER CORP ORD;TAIWAN;TW;0.000213
1905.TW;CHUNG HWA PULP CORP ORD;TAIWAN;TW;0.000272
1711.TW;EVERLIGHT CHEMICAL INDUSTRIAL CORP ORD;TAIWAN;TW;0.00022
1210.TW;GREAT WALL ENTERPRISE CO LTD ORD;TAIWAN;TW;0.000958
1722.TW;TAIWAN FERTILIZER CO LTD ORD;TAIWAN;TW;0.001228
2504.TW;GOLDSUN BUILDING MATERIALS CO LTD ORD;TAIWAN;TW;0.00069
2905.TW;MERCURIES & ASSOCIATES HOLDING LTD ORD;TAIWAN;TW;0.00007
2915.TW;RUENTEX INDUSTRIES LTD ORD;TAIWAN;TW;0.001097
1503.TW;SHIHLIN ELECTRIC & ENGINEERING CORP ORD;TAIWAN;TW;0.000727
1903.TW;SHIHLIN PAPER CORP ORD;TAIWAN;TW;0.000251
1409.TW;SHINKONG SYNTHETIC FIBERS CORP ORD;TAIWAN;TW;0.000583
1712.TW;SINON CORP ORD;TAIWAN;TW;0.000363
2605.TW;SINCERE NAVIGATION CORP ORD;TAIWAN;TW;0.000164
2103.TW;TSRC CORP ORD;TAIWAN;TW;0.000367
1504.TW;TECO ELECTRIC MACHINERY CO LTD ORD;TAIWAN;TW;0.001513
2540.TW;JSL CONSTRUCTION & DEVELOPMENT CO LTD ORD;TAIWAN;TW;0.000183
2201.TW;YULON MOTOR CO LTD ORD;TAIWAN;TW;0.001287
200771.SZ;HANGZHOU STEAM TURBINE POWER GROUP CO LTD ORD;CHINA;CN;0.000345
KRDMD.IS;KARDEMIR KARABUK DEMIR CELIK SANAYI VE TICARET AS ORD;TURKEY;TR;0.000562
UNSM.KL;UNISEM (M) BHD ORD;MALAYSIA;MY;0.000235
BIMB.KL;BANK ISLAM MALAYSIA BHD ORD;MALAYSIA;MY;0.000291
GFPTf.BK;GFPT PCL ORD;THAILAND;TH;0.000042
5009.TWO;GLORIA MATERIAL TECHNOLOGY CORP ORD;TAIWAN;TW;0.00064
2070.SE;SAUDI PHARMACEUTICAL INDUSTRIES AND MEDICAL APPLIANCES CORPORATION SJSC ORD;SAUDI ARABIA;SA;0.000543
3030.SE;SAUDI CEMENT COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000989
BFIN.JK;BFI FINANCE INDONESIA TBK PT ORD;INDONESIA;ID;0.000569
1723.TW;CHINA STEEL CHEMICAL CORP ORD;TAIWAN;TW;0.000531
ALSEA.MX;ALSEA SAB DE CV ORD;MEXICO;MX;0.001474
ALPA4.SA;ALPARGATAS SA;BRAZIL;BR;0.000395
FESA4.SA;COMPANHIA DE FERRO LIGAS DA BAHIA FERBASA;BRAZIL;BR;0.000293
2034.TW;YC INOX CO LTD ORD;TAIWAN;TW;0.000265
9914.TW;MERIDA INDUSTRY CO LTD ORD;TAIWAN;TW;0.001141
9941.TW;YULON FINANCE CORP ORD;TAIWAN;TW;0.001366
ISGYO.IS;IS GAYRIMENKUL YATIRIM ORTAKLIGI AS ORD;TURKEY;TR;0.000124
2481.TW;PANJIT INTERNATIONAL INC ORD;TAIWAN;TW;0.000555
0694.HK;BEIJING CAPITAL INTERNATIONAL AIRPORT CO LTD ORD;CHINA;CN;0.000461
SRID.NS;STRIDES PHARMA SCIENCE LTD ORD;INDIA;IN;0.000419
NUHCM.IS;NUH CIMENTO SANAYI AS ORD;TURKEY;TR;0.000511
900901.SS;INESA INTELLIGENT TECH INC ORD;CHINA;CN;0.000107
1536.TW;HOTA INDUSTRIAL MFG. CO LTD ORD;TAIWAN;TW;0.00038
2458.TW;ELAN MICROELECTRONICS CORP ORD;TAIWAN;TW;0.001206
5434.TW;TOPCO SCIENTIFIC CO LTD ORD;TAIWAN;TW;0.000841
TABR.DU;NATIONAL CENTRAL COOLING CO PJSC ORD;UNITED ARAB EMIRATES;AE;0.000579
2851.TW;CENTRAL REINSURANCE CORP ORD;TAIWAN;TW;0.000174
9907.TW;TON YI INDUSTRIAL CORP ORD;TAIWAN;TW;0.000299
1313.TW;UPC TECHNOLOGY CORP ORD;TAIWAN;TW;0.000245
8927.TWO;NORTH-STAR INTERNATIONAL CO LTD ORD;TAIWAN;TW;0.000185
RAPT4.SA;RANDON SA IMPLEMENTOS E PARTICIPACOES;BRAZIL;BR;0.000375
BURG.KW;BURGAN BANK KPSC ORD;KUWAIT;KW;0.000525
9938.TW;TAIWAN PAIHO LTD ORD;TAIWAN;TW;0.00042
9939.TW;TAIWAN HON CHUAN ENTERPRISE CO LTD ORD;TAIWAN;TW;0.000988
3042.TW;TXC CORP ORD;TAIWAN;TW;0.000912
TPGC.KL;TOP GLOVE CORPORATION BHD ORD;MALAYSIA;MY;0.000857
200012.SZ;CSG HOLDING CO LTD ORD;CHINA;CN;0.000294
003230.KS;SAMYANG FOODS CO LTD ORD;KOREA;KR;0.000554
KKPn.BK;KIATNAKIN PHATRA BANK NVDR;THAILAND;TH;0.00012
052020.KQ;STCUBE INC ORD;KOREA;KR;0.000299
6116.TW;HANNSTAR DISPLAY CORP ORD;TAIWAN;TW;0.000678
002380.KS;KCC CORP ORD;KOREA;KR;0.000663
003030.KS;SEAH STEEL HOLDINGS CORP ORD;KOREA;KR;0.000296
006110.KS;SAMA ALUMINIUM CO LTD ORD;KOREA;KR;0.000392
000640.KS;DONG-A SOCIO HOLDINGS CO LTD ORD;KOREA;KR;0.000158
000120.KS;CJ LOGISTICS CORP ORD;KOREA;KR;0.000783
008730.KS;YOULCHON CHEMICAL CO LTD ORD;KOREA;KR;0.000194
001470.KS;SAMBU ENGINEERING & CONSTRUCTION CO LTD ORD;KOREA;KR;0.000284
003690.KS;KOREAN REINSURANCE CO ORD;KOREA;KR;0.00061
003850.KS;BORYUNG CORP ORD;KOREA;KR;0.000186
GGAS.NS;GUJARAT GAS LTD ORD;INDIA;IN;0.000837
009240.KS;HANSSEM CO LTD ORD;KOREA;KR;0.000291
034230.KQ;PARADISE CO LTD ORD;KOREA;KR;0.000443
BASF.NS;BASF INDIA LTD ORD;INDIA;IN;0.000327
012750.KS;S1 CORP ORD;KOREA;KR;0.000682
020000.KS;HANDSOME CORP ORD;KOREA;KR;0.000226
025540.KS;KOREA ELECTRIC TERMINAL CO LTD ORD;KOREA;KR;0.000257
030000.KS;CHEIL WORLDWIDE INC ORD;KOREA;KR;0.000845
CAST.NS;CASTROL INDIA LTD ORD;INDIA;IN;0.00071
012510.KS;DOUZONE BIZON CO LTD ORD;KOREA;KR;0.000367
2855.TW;PRESIDENT SECURITIES CORP ORD;TAIWAN;TW;0.000427
036460.KS;KOREAGASCORP ORD;KOREA;KR;0.000446
032190.KQ;DAOU DATA CORP ORD;KOREA;KR;0.000077
3026.TW;HOLY STONE ENTERPRISE CO LTD ORD;TAIWAN;TW;0.000427
2548.TW;HUAKU DEVELOPMENT CO LTD ORD;TAIWAN;TW;0.000563
3036.TW;WT MICROELECTRONICS CO LTD ORD;TAIWAN;TW;0.001522
001450.KS;HYUNDAI MARINE & FIRE INSURANCE CO LTD ORD;KOREA;KR;0.00121
005880.KS;KOREA LINE CORP ORD;KOREA;KR;0.000281
000150.KS;DOOSAN CORP ORD;KOREA;KR;0.000435
006280.KS;GC BIOPHARMA CORP ORD;KOREA;KR;0.000504
001430.KS;SEAH BESTEEL HOLDINGS CORP ORD;KOREA;KR;0.000248
069960.KS;HYUNDAI DEPARTMENT STORE CO LTD ORD;KOREA;KR;0.000508
RYMD.NS;RAYMOND LTD ORD;INDIA;IN;0.000639
8086.TWO;ADVANCED WIRELESS SEMICONDUCTOR CO ORD;TAIWAN;TW;0.000527
NOCI.NS;NOCIL LTD ORD;INDIA;IN;0.000281
NATP.NS;NATCO PHARMA LTD ORD;INDIA;IN;0.000701
CKn.BK;CH KARNCHANG NVDR;THAILAND;TH;0.000632
SHVB.BO;SHIVALIK BIMETAL CONTROLS LTD ORD;INDIA;IN;0.000138
NIND.KW;NATIONAL INDUSTRIES GROUP HOLDING KPSC ORD;KUWAIT;KW;0.001026
SURR.NS;SURYA ROSHNI LTD ORD;INDIA;IN;0.000272
TINV.NS;TATA INVESTMENT CORPORATION LTD ORD;INDIA;IN;0.00056
GAME.NS;GUJARAT AMBUJA EXPORTS LTD ORD;INDIA;IN;0.000277
4114.TWO;SYNMOSA BIOPHARMA CORP ORD;TAIWAN;TW;0.000294
ICNT.NS;INDO COUNT INDUSTRIES LTD ORD;INDIA;IN;0.000175
INGR.NS;INGERSOLL-RAND (INDIA) LTD ORD;INDIA;IN;0.000277
3040.SE;QASSIM CEMENT COMPANY SJSC ORD;SAUDI ARABIA;SA;0.00071
PRAJ.NS;PRAJ INDUSTRIES LTD ORD;INDIA;IN;0.000689
0855.HK;CHINA WATER AFFAIRS GROUP LTD ORD;HONG KONG;HK;0.00043
006120.KS;SK DISCOVERY CO LTD ORD;KOREA;KR;0.000186
RKFO.NS;RAMKRISHNA FORGINGS LTD ORD;INDIA;IN;0.000558
WGSR.NS;WELSPUN CORP LTD ORD;INDIA;IN;0.000424
GRPH.NS;GRAPHITE INDIA LTD ORD;INDIA;IN;0.000341
CNFH.NS;CAN FIN HOMES LTD ORD;INDIA;IN;0.000636
ELGE.NS;ELGI EQUIPMENTS LTD ORD;INDIA;IN;0.001029
KAPT.NS;KALPATARU PROJECTS INTERNATIONAL LTD ORD;INDIA;IN;0.000739
ENRG.JK;ENERGI MEGA PERSADA TBK PT ORD;INDONESIA;ID;0.000187
GABR.NS;GABRIEL INDIA LTD ORD;INDIA;IN;0.000262
8996.TW;KAORI HEAT TREATMENT CO LTD ORD;TAIWAN;TW;0.000474
3080.SE;EASTERN PROVINCE CEMENT COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000373
VOLT.NS;VOLTAS LTD ORD;INDIA;IN;0.00206
GODI.NS;GODREJ INDUSTRIES LTD ORD;INDIA;IN;0.000575
FRAS3.SA;FRAS LE SA ORD;BRAZIL;BR;0.000176
PTCI.NS;PTC INDIA LTD ORD;INDIA;IN;0.000407
KSBL.NS;KSB LTD ORD;INDIA;IN;0.000436
MTMJ.J;MOMENTUM METROPOLITAN HOLDINGS LTD ORD;SOUTH AFRICA;ZA;0.00127
036540.KQ;SFA SEMICON CO LTD ORD;KOREA;KR;0.000277
HRMr.AT;GEK TERNA SA ORD;GREECE;GR;0.000743
4150.SE;ARRIYADH DEVELOPMENT COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000412
EIHO.NS;EIH LTD ORD;INDIA;IN;0.000468
KPRO.KW;KUWAIT PROJECTS COMPANY HOLDING KSCP ORD;KUWAIT;KW;0.000614
TTKL.NS;TTK PRESTIGE LTD ORD;INDIA;IN;0.000306
3227.TWO;PIXART IMAGING INC ORD;TAIWAN;TW;0.000566
KBNK.NS;KARNATAKA BANK LTD ORD;INDIA;IN;0.000365
PCBL.NS;PCBL LTD ORD;INDIA;IN;0.000436
4128.TWO;MICROBIO CO LTD ORD;TAIWAN;TW;0.00055
CTBK.NS;CITY UNION BANK LTD ORD;INDIA;IN;0.000571
BRLC.NS;BIRLA CORPORATION LTD ORD;INDIA;IN;0.000356
VULC3.SA;VULCABRAS S/A ORD;BRAZIL;BR;0.000353
CABL.KW;GULF CABLES AND ELECTRICAL INDUSTRIES GROUP CO KSCP ORD;KUWAIT;KW;0.000361
PRIS.NS;PRISM JOHNSON LTD ORD;INDIA;IN;0.000233
APAR.NS;APAR INDUSTRIES LTD ORD;INDIA;IN;0.00093
3362.TWO;ABILITY OPTO-ELECTRONICS TECHNOLOGY CO LTD ORD;TAIWAN;TW;0.000347
BAYE.NS;BAYER CROPSCIENCE LTD ORD;INDIA;IN;0.000748
KRBL.NS;KRBL LTD ORD;INDIA;IN;0.000116
RSTC.NS;RASHTRIYA CHEMICALS AND FERTILIZERS LTD ORD;INDIA;IN;0.000145
PLYP.NS;POLYPLEX CORP LTD ORD;INDIA;IN;0.000189
WLSP.NS;WELSPUN LIVING LTD ORD;INDIA;IN;0.000359
SPTL.NS;SUPREME PETROCHEM LTD ORD;INDIA;IN;0.000381
LKMC.NS;LAKSHMI MACHINE WORKS LTD ORD;INDIA;IN;0.000468
NCCL.NS;NCC LTD ORD;INDIA;IN;0.000729
REXP.NS;RAJESH EXPORTS LTD ORD;INDIA;IN;0.000196
SCI.NS;SHIPPING CORPORATION OF INDIA LTD ORD;INDIA;IN;0.000282
JBCH.NS;J B CHEMICALS AND PHARMACEUTICALS LTD ORD;INDIA;IN;0.001235
6050.SE;SAUDI FISHERIES COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000069
2080.SE;NATIONAL GAS AND INDUSTRIALIZATION COMPANY SJSC ORD;SAUDI ARABIA;SA;0.000526
TCIL.NS;TRANSPORT CORPORATION OF INDIA LTD ORD;INDIA;IN;0.000231
SCn.BK;SC ASSET CORP NVDR;THAILAND;TH;0.000059
ATLP.NS;ATUL LTD ORD;INDIA;IN;0.001059
VESU.NS;VESUVIUS INDIA LTD ORD;INDIA;IN;0.000259
KREK.KW;KUWAIT REAL ESTATE COMPANY KPSC ORD;KUWAIT;KW;0.000423
1785.TWO;SOLAR APPLIED MATERIALS TECHNOLOGY CORP ORD;TAIWAN;TW;0.000597
MHSM.NS;MAHARASHTRA SEAMLESS LTD ORD;INDIA;IN;0.000411
018670.KS;SK GAS LTD ORD;KOREA;KR;0.000271
BBRM.NS;BOMBAY BURMAH TRADING CORPORATION LTD ORD;INDIA;IN;0.000278
002350.KS;NEXEN TIRE CORP ORD;KOREA;KR;0.000221
069080.KQ;WEBZEN INC ORD;KOREA;KR;0.000109
6279.TWO;HU LANE ASSOCIATE INC ORD;TAIWAN;TW;0.000319
3374.TWO;XINTEC INC ORD;TAIWAN;TW;0.000587
GRVL.NS;GREAVES COTTON LTD ORD;INDIA;IN;0.000149
GRNN.NS;GRINDWELL NORTON LTD ORD;INDIA;IN;0.001016
TIMK.NS;TIMKEN INDIA LTD ORD;INDIA;IN;0.001
BLUS.NS;BLUE STAR LTD ORD;INDIA;IN;0.001245
