,Date,Internal_Number,InfoCode,ISIN,SEDOL,Instrument_Name,Country,Currency,ICB,Mcap_Units_Index_Currency,Full_Mcap_Units_Index_Currency,Free_Float,Capfactor,FOR_FF,Weight
18354,2001-12-24,IL205A,3148.0,,6026099,HADERA PAPER,IL,ILS,0.0,20427803.0,157136945.17438,0.13,1.0,0.13,0.0001231347341982
19134,2002-03-18,IL205A,3148.0,,6026099,HADERA PAPER,IL,ILS,0.0,16956645.0,130435728.9928,0.13,1.0,0.13,8.6781689225528e-05
20695,2002-09-23,IL0058,3024.0,,6889678,ISRAEL CORPORATION LTD.,IL,ILS,0.0,4558251.0,455825087.24480003,0.01,1.0,0.01,2.7552458365492626e-05
21592,2002-12-23,IL0058,3024.0,,6889678,ISRAEL CORPORATION LTD.,IL,ILS,0.0,4778300.0,477829983.2360545,0.01,1.0,0.01,2.7797720076580528e-05
22495,2003-03-24,IL0058,3024.0,,6889678,ISRAEL CORPORATION LTD.,IL,ILS,0.0,4268651.0,426865098.20455533,0.01,1.0,0.01,2.670311832204268e-05
23422,2003-06-23,IL2139,42875.0,,6416980,MIVNE REAL ESTATE,IL,ILS,0.0,17833471.0,254763870.38583592,0.07,1.0,0.07,9.442173636998762e-05
23861,2003-06-23,501686,42293.0,,5016864,BORSODCHEM,HU,HUF,0.0,69469655.0,631542318.72,0.11,1.0,0.11,0.0003678165316288
26554,2004-03-22,ID201Y,1071.0,,6254511,MEDCO ENERGI INTL.,ID,IDR,0.0,76289095.0,544922106.2656001,0.14,1.0,0.14,0.000286824539923
27406,2004-06-21,MX10EY,27536.0,,2314282,SAVIA DE CV,MX,MXN,0.0,11479606.0,101859877.99137378,0.23,0.49,0.11,5.149809576990537e-05
32116,2005-09-19,IL20W1,42558.0,,6460590,PHOENIX INSURANCE 1,IL,ILS,0.0,45912195.0,510135505.10015404,0.09,1.0,0.09,0.0001256329485161
32778,2005-09-19,B00GWP,17574.0,,B00GWP6,AMVIG HOLDINGS,CN,HKD,0.0,32312296.0,293748132.0,0.11,1.0,0.11,8.841853498417243e-05
33103,2005-12-19,TW046Z,40381.0,,6179733,CATHAY RLST.DEV.,TW,TWD,0.0,39381471.0,656357872.56156,0.06,1.0,0.06,0.0001006919992038
33250,2005-12-19,TW11I9,21367.0,,6271372,CENTRAL REIN.,TW,TWD,0.0,24466694.0,174762120.0,0.14,1.0,0.14,6.255734664578886e-05
33304,2005-12-19,IL20W1,42558.0,,6460590,PHOENIX INSURANCE 1,IL,ILS,0.0,49564234.0,550713705.015044,0.09,1.0,0.09,0.0001267276636382
33698,2005-12-19,KR148O,25184.0,,6057152,ASIA HOLDINGS,KR,KRW,0.0,3779820.0,188990015.539995,0.02,1.0,0.02,9.664383344913116e-06
33756,2005-12-19,KR03S6,25266.0,,6450858,HYUNDAI CORPORATION,KR,KRW,0.0,56518327.0,403702327.75068,0.14,1.0,0.14,0.0001445081453987
33802,2005-12-19,KR025I,40507.0,,6837280,SSANGYONG C&E,KR,KRW,0.0,162621966.0,1161585448.1562,0.14,1.0,0.14,0.0004157978474444
33974,2005-12-19,B00GWP,17574.0,,B00GWP6,AMVIG HOLDINGS,CN,HKD,0.0,35756445.0,325058580.0,0.11,1.0,0.11,9.142339887383576e-05
34291,2006-03-20,TW046Z,40381.0,,6179733,CATHAY RLST.DEV.,TW,TWD,0.0,45988843.0,766480720.554,0.06,1.0,0.06,0.0001010449555554
34467,2006-03-20,IL70LV,610.0,,6321664,SUNY CELLULAR COMMUNICATION,IL,ILS,0.0,32868665.0,234776176.26161298,0.14,1.0,0.14,7.22177940873769e-05
34490,2006-03-20,IL20W1,42558.0,,6460590,PHOENIX INSURANCE 1,IL,ILS,0.0,51893475.0,576594168.3472601,0.09,1.0,0.09,0.0001140183908299
34948,2006-03-20,KR03S6,25266.0,,6450858,HYUNDAI CORPORATION,KR,KRW,0.0,81789168.0,584208266.7267001,0.14,1.0,0.14,0.000179704082694
35109,2006-03-20,ZA20HS,26749.0,,B0PGJF0,MEDICLINIC INTERNATIONAL,ZA,ZAR,0.0,74697211.0,1244953554.2174468,0.06,1.0,0.06,0.0001641219016013
35526,2006-06-19,TW046Z,40381.0,,6179733,CATHAY RLST.DEV.,TW,TWD,0.0,69084967.0,1151416137.1202219,0.06,1.0,0.06,0.0001718118287757
35682,2006-06-19,TW02UL,2288.0,,6307341,ELITEGROUP COMPUTER SYS.,TW,TWD,0.0,45225226.0,565315345.4054374,0.08,1.0,0.08,0.0001124735108559
35725,2006-06-19,IL20W1,42558.0,,6460590,PHOENIX INSURANCE 1,IL,ILS,0.0,60468558.0,604685577.311853,0.1,1.0,0.1,0.000150383129421
35891,2006-06-19,IN054E,4969.0,,6152693,HINDUSTAN OIL EXPLORATION COMPANY,IN,INR,0.0,16897702.0,138053119.9447155,0.51,0.24,0.12,4.202397726740603e-05
36158,2006-06-19,KR61TB,34759.0,,6430043,IHQ,KR,KRW,0.0,27540029.0,306000323.069,0.09,1.0,0.09,6.849106184022555e-05
36339,2006-06-19,ZA20HS,26749.0,,B0PGJF0,MEDICLINIC INTERNATIONAL,ZA,ZAR,0.0,62752708.0,1045878441.51164,0.06,1.0,0.06,0.0001560637283377
36565,2006-06-19,490400,23591.0,,B03MY66,TRAKYA CAM SANAYI,TR,TRY,0.0,88010098.0,628643556.8592001,0.14,1.0,0.14,0.0002188779490639
36722,2006-09-18,TW046Z,40381.0,,6179733,CATHAY RLST.DEV.,TW,TWD,0.0,58545062.0,975751099.914336,0.06,1.0,0.06,0.0001323393474714
36914,2006-09-18,IL20W1,42558.0,,6460590,PHOENIX INSURANCE 1,IL,ILS,0.0,57921903.0,579219033.65247,0.1,1.0,0.1,0.0001309307153407
37275,2006-09-18,522818,45360.0,,5228186,IMPEXMETAL,PL,PLN,0.0,9288211.0,464411766.96617013,0.02,1.0,0.02,2.0995720918655977e-05
37534,2006-09-18,MX01G0,27669.0,,B0MZGK4,CICSA 'B1',MX,MXN,0.0,137223501.0,1715293729.1685796,0.08,1.0,0.08,0.0003101895866143
37584,2006-09-18,ZA20HS,26749.0,,B0PGJF0,MEDICLINIC INTERNATIONAL,ZA,ZAR,0.0,67315126.0,1121918789.5616982,0.06,1.0,0.06,0.0001521638127191
37812,2006-09-18,CL01US,27513.0,,2456560,EMPRESAS IANSA,CL,CLP,0.0,46660923.0,466609234.068,0.1,1.0,0.1,0.000105475609578
38059,2006-12-18,TW046Z,40381.0,,6179733,CATHAY RLST.DEV.,TW,TWD,0.0,72736322.0,1212272001.0250747,0.06,1.0,0.06,0.0001435575291552
38238,2006-12-18,IL20W1,42558.0,,6460590,PHOENIX INSURANCE 1,IL,ILS,0.0,76581163.0,765811641.0003084,0.1,1.0,0.1,0.0001511459782104
38654,2006-12-18,KR114H,6643.0,,6515434,SNT MOTIV,KR,KRW,0.0,23860918.0,265121248.2786,0.09,1.0,0.09,4.709358869502413e-05
38725,2006-12-18,KR1CUI,25330.0,,B0778C1,KEC HOLDINGS,KR,KRW,0.0,4195870.0,34965584.745,0.12,1.0,0.12,8.281264618477415e-06
38807,2006-12-18,KR1FF6,25453.0,,6771894,DL CONSTRUCTION,KR,KRW,0.0,13884178.0,231402960.0,0.06,1.0,0.06,2.740279179956541e-05
38899,2006-12-18,MX01G0,27669.0,,B0MZGK4,CICSA 'B1',MX,MXN,0.0,175946465.0,2199330880.195958,0.08,1.0,0.08,0.0003472603382256
38904,2006-12-18,MX007Q,27500.0,,2448200,INDUST PENOLES,MX,MXN,0.0,396127184.0,3514881838.0302,0.23,0.49,0.11,0.0007818245163163
39006,2006-12-18,ZA20HS,26749.0,,B0PGJF0,MEDICLINIC INTERNATIONAL,ZA,ZAR,0.0,81628004.0,1360466733.8555145,0.06,1.0,0.06,0.0001611067791428
39180,2006-12-18,CL01US,27513.0,,2456560,EMPRESAS IANSA,CL,CLP,0.0,42533170.0,425331681.59318966,0.1,1.0,0.1,8.394646064646547e-05
39364,2007-03-19,TW046Z,40381.0,TW0002501004,6179733,CATHAY RLST.DEV.,TW,TWD,0.0,59148683.0,985811389.1936554,0.06,1.0,0.06,0.0001121911477304
39555,2007-03-19,IL20W1,42558.0,IL0007670123,6460590,PHOENIX INSURANCE 1,IL,ILS,0.0,73936490.0,739364895.36062,0.1,1.0,0.1,0.0001402401414798
40132,2007-03-19,KR1FF6,25453.0,KR7001880004,6771894,DL CONSTRUCTION,KR,KRW,0.0,9750936.0,162515592.0,0.06,1.0,0.06,1.8495233465918163e-05
40147,2007-03-19,KR12DR,28184.0,KR7025000001,6493411,KPX CHEMICAL,KR,KRW,0.0,30469766.0,217641186.0,0.14,1.0,0.14,5.779398365673772e-05
40244,2007-03-19,MX00FY,27406.0,MXP8728U1671,B1S9HM6,ORGANIZACION SORIANA,MX,MXN,0.0,699070529.0,4993360958.11482,0.14,1.0,0.14,0.0013259724648995
40331,2007-03-19,778920,16552.0,TREULKR00015,B03MYX3,ULKER BISKUVI SANAYI,TR,TRY,0.0,114078220.0,814844425.5942693,0.14,1.0,0.14,0.0002163795672821
40359,2007-03-19,ZA20HS,26749.0,ZAE000074142,B0PGJF0,MEDICLINIC INTERNATIONAL,ZA,ZAR,0.0,85999820.0,1433330332.58016,0.06,1.0,0.06,0.0001631214427955
40365,2007-03-19,ZA21CO,50498.0,ZAE000005724,6687935,PICK N PAY HOLDINGS,ZA,ZAR,0.0,31940500.0,1064683315.40928,0.03,1.0,0.03,6.0583620333284834e-05
40546,2007-03-19,CL01US,27513.0,CLP5380Y1074,2456560,EMPRESAS IANSA,CL,CLP,0.0,35074665.0,350746514.1018,0.1,1.0,0.1,6.652839459861787e-05
40612,2007-03-19,501686,42293.0,HU0000072640,B01GWM2,BORSODCHEM RT.,HU,HUF,0.0,55204391.0,1167111711.7424,0.0473,1.0,0.05,0.0001047097529805
40734,2007-06-18,TW046Z,40381.0,TW0002501004,6179733,CATHAY RLST.DEV.,TW,TWD,0.0,55874666.0,931244426.5547214,0.06,1.0,0.06,8.658506430135946e-05
41037,2007-06-18,IN16NZ,5108.0,INE056A01014,6100487,HUBERGROUP INDIA PRIVATE,IN,INR,0.0,19769380.0,274574711.3635925,0.3,0.24,0.07,3.063522632060135e-05
41078,2007-06-18,IN01HN,14299.0,INE423A01024,B01VRK0,ADANI ENTERPRISES,IN,INR,0.0,192548553.0,1432652912.2519934,0.56,0.24,0.13,0.0002983790335791
41091,2007-06-18,IN01V1,10932.0,INE200A01018,6139890,GE T&D INDIA,IN,INR,0.0,102342549.0,1292203835.6442912,0.33,0.24,0.08,0.0001585930945149
41100,2007-06-18,IN084H,5575.0,INE244B01030,B0388F1,PATEL ENGINEERING,IN,INR,0.0,76166778.0,587706604.0193571,0.54,0.24,0.13,0.0001180303318637
41137,2007-06-18,IN03JR,11320.0,INE361B01016,6602518,DIVIS LABORATORIES,IN,INR,0.0,222757467.0,1811036808.535132,0.41,0.3,0.12,0.0003451916760236
41144,2007-06-18,IN01GM,6622.0,INE434A01013,6580368,ANDHRA BANK,IN,INR,0.0,97934919.0,1020155402.0,0.48,0.2,0.1,0.0001517628983941
41152,2007-06-18,IN06X8,14414.0,INE813A01018,6238258,MAHINDRA LIFESPACE DVPR.,IN,INR,0.0,61368875.0,526349045.31915313,0.5,0.233187,0.12,9.509905594741436e-05
41191,2007-06-18,IN076I,5130.0,INE274B01011,6438155,MONSANTO INDIA,IN,INR,0.0,20274949.0,301710416.57728446,0.28,0.24,0.07,3.1418671260993015e-05
41201,2007-06-18,IN127F,26567.0,INE177A01018,6135906,INGERSOLL-RAND (INDIA),IN,INR,0.0,15078079.0,241635899.18766156,0.26,0.24,0.06,2.336544507945654e-05
41210,2007-06-18,IN10SY,5231.0,INE176A01010,6124700,BATA INDIA,IN,INR,0.0,25852627.0,256474476.0510592,0.42,0.24,0.1,4.006200898192504e-05
41213,2007-06-18,IN10V1,4511.0,INE296A01016,6162421,BAJAJ FINANCE,IN,INR,0.0,41450001.0,328968269.6703768,0.42,0.3,0.13,6.423216922453574e-05
41224,2007-06-18,IN13LU,9889.0,INE604D01023,B05GYX3,MATRIX LABORATORIES,IN,INR,0.0,59080849.0,911741472.0162,0.27,0.24,0.06,9.155346198658096e-05
41248,2007-06-18,IN710D,4986.0,INE499A01024,B0LR6C3,DCM SHRIRAM CONSOLIDATED,IN,INR,0.0,28363075.0,295448700.4481811,0.4,0.24,0.1,4.395227476902109e-05
41499,2007-06-18,KR1FF6,25453.0,KR7001880004,6771894,DL CONSTRUCTION,KR,KRW,0.0,20698481.0,344974680.00000006,0.06,1.0,0.06,3.207498919681179e-05
41595,2007-06-18,B06WK7,23494.0,PLBIOTN00029,B17P4K2,BIOTON,PL,PLN,0.0,100607009.0,1063499017.3439614,0.0946,1.0,0.09,0.0001559036494899
41600,2007-06-18,MX00FY,27406.0,MXP8728U1671,B1S9HM6,ORGANIZACION SORIANA,MX,MXN,0.0,798059178.0,5700422714.400001,0.14,1.0,0.14,0.0012366965243858
41680,2007-06-18,778920,16552.0,TREULKR00015,B03MYX3,ULKER BISKUVI SANAYI,TR,TRY,0.0,152888884.0,1092063470.594751,0.14,1.0,0.14,0.0002369212167121
41716,2007-06-18,ZA20HS,26749.0,ZAE000074142,B0PGJF0,MEDICLINIC INTERNATIONAL,ZA,ZAR,0.0,81812287.0,1363538098.7228909,0.06,1.0,0.06,0.000126778782544
41722,2007-06-18,ZA21CO,50498.0,ZAE000005724,6687935,PICK N PAY HOLDINGS,ZA,ZAR,0.0,33382862.0,1112762059.8298266,0.03,1.0,0.03,5.17310878034315e-05
41861,2007-06-18,CN884J,45248.0,BMG5267L1037,6018148,GUANGDONG LD HOLDINGS,CN,HKD,0.0,71168067.0,711680589.4239455,0.1,1.0,0.1,0.0001102841788333
41900,2007-06-18,CL01US,27513.0,CLP5380Y1074,2456560,EMPRESAS IANSA,CL,CLP,0.0,28959127.0,289591372.79887366,0.1,1.0,0.1,4.487593488981634e-05
42314,2007-09-24,TW053X,44448.0,TW0002837002,6227256,COSMOS BANK TAIWAN,TW,TWD,0.0,19495533.0,139253794.22650784,0.14,1.0,0.14,2.722814871653494e-05
42500,2007-09-24,BR00IK,73287.0,BRJBSSACNOR8,B1V74X7,JBS ON,BR,BRL,0.0,626751398.0,4821164600.418491,0.13,1.0,0.13,0.0008753430990083
42529,2007-09-24,IN08CP,18651.0,INE347G01014,B00KT68,PETRONET L N G,IN,INR,0.0,128863548.0,1464358529.3493001,0.4,0.22,0.09,0.0001799753743118
42531,2007-09-24,IN13R0,18672.0,INE353A01023,B1VLWQ8,NXTDIGITAL,IN,INR,0.0,24614647.0,233757373.63843846,0.39,0.27,0.11,3.4377683806901334e-05
42559,2007-09-24,IN059J,27777.0,INE501G01024,B1LC012,HT MEDIA,IN,INR,0.0,24712748.0,1235637503.0557942,0.02,1.0,0.02,3.451469512212113e-05
42580,2007-09-24,IN159K,30353.0,INE184H01027,B0K4Y65,EVEREST KANTO CYLD.,IN,INR,0.0,24928433.0,545480030.343066,0.21,0.217619,0.05,3.481592839724758e-05
42594,2007-09-24,IN097L,5156.0,INE027A01015,6101101,RASHTRIYA CHEMS.& FERT.,IN,INR,0.0,67861689.0,848271132.0536754,0.08,1.0,0.08,9.477802736900004e-05
42595,2007-09-24,IN01IO,30257.0,INE212H01018,B0QDXM5,AIA ENGINEERING,IN,INR,0.0,65162499.0,651624994.4181354,0.1,1.0,0.1,9.100824345315716e-05
42612,2007-09-24,IN0319,5161.0,INE178A01016,6121563,CHENNAI PETROLEUM CORPORATION,IN,INR,0.0,91193566.0,1060390377.645013,0.26,0.3307692,0.09,0.0001273641493689
42640,2007-09-24,IN60S3,31753.0,INE255A01020,B15T3F4,EPL,IN,INR,0.0,30459335.0,232519336.99459594,0.18,0.7277611,0.13,4.254058112628969e-05
42647,2007-09-24,IN11EL,28914.0,INE067H01016,B00CWW1,ABG SHIPYARD,IN,INR,0.0,107903059.0,832585328.5523084,0.13,0.9969231,0.13,0.0001507012163976
42680,2007-09-24,IN15P0,8532.0,INE540B01015,6563897,RELIANCE MEDIAWORKS,IN,INR,0.0,38883564.0,555479384.3896241,0.07,1.0,0.07,5.430615634981122e-05
42684,2007-09-24,IN205C,33132.0,INE503A01015,B0ZJXW4,DCB BANK,IN,INR,0.0,73634150.0,512772576.60470396,0.65,0.2209231,0.14,0.0001028400499137
42903,2007-09-24,KR1FF6,25453.0,KR7001880004,6771894,DL CONSTRUCTION,KR,KRW,0.0,24998894.0,416648232.0,0.06,1.0,0.06,3.491433671399972e-05
42948,2007-09-24,EV043,26993.0,RU000A0F5UN3,B0JLMP2,ENEL ROSSIYA,RU,RUB,0.0,659254943.0,5493789633.424348,0.12,1.0,0.12,0.0009207386958907
43122,2007-09-24,778920,16552.0,TREULKR00015,B03MYX3,ULKER BISKUVI SANAYI,TR,TRY,0.0,147227154.0,1051622545.420457,0.14,1.0,0.14,0.0002056226338733
43152,2007-09-24,ZA20HS,26749.0,ZAE000074142,B0PGJF0,MEDICLINIC INTERNATIONAL,ZA,ZAR,0.0,74683712.0,1244728528.65856,0.06,1.0,0.06,0.000104305905206
43158,2007-09-24,ZA21CO,50498.0,ZAE000005724,6687935,PICK N PAY HOLDINGS,ZA,ZAR,0.0,32226135.0,1074204503.6687105,0.03,1.0,0.03,4.500815629606698e-05
43282,2007-09-24,HK904E,9952.0,BMG2759B1072,6351865,DIGITAL CHINA HDG.,CN,HKD,0.0,42000522.0,420005193.9616824,0.1,1.0,0.1,5.865940978315892e-05
43378,2007-09-24,CL01US,27513.0,CLP5380Y1074,2456560,EMPRESAS IANSA,CL,CLP,0.0,25218354.0,252183409.9542,0.1,1.0,0.1,3.522084228721645e-05
43447,2007-09-24,509152,43808.0,HU0000073119,5091526,TISZAI VEGYI KOM,HU,HUF,0.0,52319985.0,1017898943.8131746,0.0514,1.0,0.05,7.30719356288888e-05
43460,2007-09-24,MX016Q,10597.0,MXP001661018,2639349,GRUPO AEROPORTUARIO DEL SURESTE 'B',MX,MXN,0.0,81356985.0,1355949779.466423,0.06,1.0,0.06,0.0001136260335487
44079,2007-12-24,IN08CP,18651.0,INE347G01014,B00KT68,PETRONET L N G,IN,INR,0.0,172759844.0,1963180012.5,0.4,0.22,0.09,0.0002501954669197
44081,2007-12-24,IN13R0,18672.0,INE353A01023,B1VLWQ8,NXTDIGITAL,IN,INR,0.0,33851209.0,321474018.6451091,0.39,0.27,0.11,4.902423413599792e-05
44083,2007-12-24,IN0AFU,5200.0,INE685A01028,B0XPSB8,TORRENT PHARMACEUTICALS,IN,INR,0.0,40134963.0,418072522.35933423,0.4,0.24,0.1,5.812453620642068e-05
44110,2007-12-24,IN04U3,29204.0,INE246F01010,B0YVBS3,GUJARAT STATE PETRONET,IN,INR,0.0,115563004.0,1337534757.6060221,0.5,0.1728,0.09,0.0001673614601344
44134,2007-12-24,IN15NY,5336.0,INE086A01029,6314987,ELECTROSTEEL CASTINGS,IN,INR,0.0,57482339.0,435472257.7029096,0.55,0.24,0.13,8.32474741395737e-05
44139,2007-12-24,IN159K,30353.0,INE184H01027,B0K4Y65,EVEREST KANTO CYLD.,IN,INR,0.0,87481079.0,820391710.0442386,0.49,0.217619,0.11,0.000126692458735
44140,2007-12-24,IN11Y5,30346.0,INE346H01014,B0Z3SK9,GITANJALI GEMS,IN,INR,0.0,62414875.0,866873311.5207931,0.18,0.4,0.07,9.039090584826804e-05
44145,2007-12-24,IN0ABQ,45172.0,INE672A01018,6461377,TATA INVESTMENT CORPORATION,IN,INR,0.0,54197709.0,549115588.2610247,0.21,0.47,0.1,7.849058435846949e-05
44146,2007-12-24,IN0AWB,2083.0,INE228A01035,6142854,USHA MARTIN,IN,INR,0.0,101664954.0,750821275.644048,0.85,0.1593,0.14,0.0001472339291728
44150,2007-12-24,IN0308,5182.0,INE085A01013,6099938,CHAMBAL FERT.&CHEMS.,IN,INR,0.0,122643518.0,881059757.462304,0.58,0.24,0.14,0.0001776156515324
44155,2007-12-24,IN097L,5156.0,INE027A01015,6101101,RASHTRIYA CHEMS.& FERT.,IN,INR,0.0,108365717.0,1354571463.8724854,0.08,1.0,0.08,0.0001569381549274
44162,2007-12-24,IN06LW,33323.0,INE438H01019,B16TK63,KINGFISHER AIRLINES,IN,INR,0.0,61601488.0,916688765.6409572,0.28,0.24,0.07,8.921293685073009e-05
44167,2007-12-24,IN06R2,33561.0,INE785C01030,B1BQS32,LANCO INFRATECH,IN,INR,0.0,317502138.0,4409751962.81088,0.3,0.24,0.07,0.000459815162052
44171,2007-12-24,IN70S4,5176.0,INE019C01018,B032MC8,HIMADRI CHEMS.& INDS.,IN,INR,0.0,36788487.0,528570217.6147658,0.29,0.24,0.07,5.327807937959072e-05
44177,2007-12-24,IN0319,5161.0,INE178A01016,6121563,CHENNAI PETROLEUM CORPORATION,IN,INR,0.0,130709966.0,1519883424.7643337,0.26,0.3307692,0.09,0.0001892976991484
44209,2007-12-24,IN05LV,34531.0,INE562A01011,B1SFSX2,INDIAN BANK,IN,INR,0.0,83720536.0,2093013448.0012128,0.2,0.2,0.04,0.0001212463389078
44216,2007-12-24,IN60S3,31753.0,INE255A01020,B15T3F4,EPL,IN,INR,0.0,20404214.0,254881514.37120828,0.11,0.7277611,0.08,2.954993319432126e-05
44229,2007-12-24,IN0409,41391.0,INE282A01016,6142939,ESSAR PORTS,IN,INR,0.0,182549062.0,1408557579.7784064,0.54,0.24,0.13,0.0002643724765279
44234,2007-12-24,IN15HS,5440.0,INE907A01018,6482390,KALYANI STEELS,IN,INR,0.0,64761271.0,509129484.6752048,0.53,0.24,0.13,9.378901983822238e-05
44419,2007-12-24,KR11IV,24976.0,KR7016610008,6276098,DB FINANCIAL INVESTMENT,KR,KRW,0.0,40742081.0,582029666.2878,0.07,1.0,0.07,5.9003780873285566e-05
44529,2007-12-24,KR1FF6,25453.0,KR7001880004,6771894,DL CONSTRUCTION,KR,KRW,0.0,20825968.0,347099472.0,0.06,1.0,0.06,3.01607287155032e-05
44617,2007-12-24,778920,16552.0,TREULKR00015,B03MYX3,ULKER BISKUVI SANAYI,TR,TRY,0.0,143954410.0,1028245800.0002227,0.14,1.0,0.14,0.0002084786602673
44729,2007-12-24,CN5318,2830.0,CNE000000HJ2,6802512,SHENZHEN NANSHAN PWR.'B',CN,HKD,0.0,10778135.0,153973347.73109478,0.07,1.0,0.07,1.56091858872572e-05
44874,2007-12-24,CL01US,27513.0,CLP5380Y1074,2456560,EMPRESAS IANSA,CL,CLP,0.0,21509981.0,215099920.8181894,0.1,1.0,0.1,3.115133479589655e-05
44939,2007-12-24,509152,43808.0,HU0000073119,5091526,TISZAI VEGYI KOM,HU,HUF,0.0,49611699.0,965208403.373012,0.0514,1.0,0.05,7.184900095180216e-05
44949,2007-12-24,MX016Q,10597.0,MXP001661018,2639349,GRUPO AEROPORTUARIO DEL SURESTE 'B',MX,MXN,0.0,215023185.0,1654024472.5109577,0.13,1.0,0.13,0.0003114023775667
45280,2008-03-24,TW04WP,36746.0,TW0002707007,6107574,FORMOSA INTL.HOTELS,TW,TWD,40501025.0,133830169.0,1029462840.0,0.13,1.0,0.13,0.0002234296950183
45332,2008-03-24,IL70LV,610.0,IL0010823537,6321664,SUNY CELLULAR COMMUNICATION,IL,ILS,10102030.0,45187358.0,347595027.8504121,0.13,1.0,0.13,7.544037112159358e-05
45474,2008-03-24,BR10DG,19191.0,BRGOLLACNPR4,B01NTS8,GOL LINHAS AEREAS INTELIGENTES PN,BR,BRL,40501010.0,106194803.0,1596913915.2669172,0.87,0.0764368,0.07,0.0001772924044265
45481,2008-03-24,BR13FL,33215.0,BRECODACNOR8,B1H6C12,TERRA SANTA AGRO ON,BR,BRL,60102010.0,3159228.0,315922726.0087985,0.01,1.0,0.01,5.274336525223047e-06
45486,2008-03-24,BR126B,33598.0,BRLPSBACNOR0,B1L86W3,LPS BRA.CNSLIA.DE IMOV. ON,BR,BRL,35101015.0,104727041.0,872725372.4815565,0.12,1.0,0.12,0.0001748419732684
45525,2008-03-24,BR044A,137708.0,BRMRFGACNOR0,B1YWHR4,MARFRIG FRIGORIFICOS ON,BR,BRL,45102020.0,92950356.0,1859007114.4389887,0.05,1.0,0.05,0.0001551807776087
45572,2008-03-24,425229,3633.0,PLDEBCA00016,4252294,FIRMA OPONIARSKA DEBICA,PL,PLN,40101015.0,67338626.0,612169326.2241,0.11,1.0,0.11,0.0001124219507645
45596,2008-03-24,IN608J,4608.0,INE049A01027,B0M2KH0,HIMATSINGKA SEIDE,IN,INR,55101020.0,13775054.0,134129042.98736861,0.67,0.1532836,0.1,2.2997476107808564e-05
45606,2008-03-24,IN08CP,18651.0,INE347G01014,B00KT68,PETRONET L N G,IN,INR,65102020.0,101551039.0,1153989056.61675,0.4,0.22,0.09,0.0001695396325216
45608,2008-03-24,IN13R0,18672.0,INE353A01023,B1VLWQ8,NXTDIGITAL,IN,INR,10101015.0,17767774.0,168734821.0944375,0.39,0.27,0.11,2.9663328946219897e-05
45632,2008-03-24,IN15GR,5368.0,INE170A01013,6129631,PUNJAB TRACTORS,IN,INR,50206015.0,42558991.0,327376849.6854,0.13,1.0,0.13,7.105230793976849e-05
45634,2008-03-24,IN16AM,38653.0,INE096B01018,6325172,NUCLEUS SOFTWARE EXPORTS,IN,INR,10101015.0,15181567.0,155072199.539673,1.0,0.0979,0.1,2.534565195618071e-05
45643,2008-03-24,IN05AK,4741.0,INE176B01026,6709776,HAVELL'S INDIA,IN,INR,50202010.0,61724562.0,591231432.6288,0.43,0.2427907,0.1,0.0001030492613575
45655,2008-03-24,IN06T4,5388.0,INE269B01029,B1KMXJ2,LAKSHMI MACHINE WKS.,IN,INR,50204050.0,45816238.0,423831813.2512308,0.51,0.2119608,0.11,7.649028735238866e-05
45669,2008-03-24,IN0AWB,2083.0,INE228A01035,6142854,USHA MARTIN,IN,INR,15101010.0,60477126.0,422326260.92888814,0.85,0.1684706,0.14,0.0001009666648315
45678,2008-03-24,IN097L,5156.0,INE027A01015,6101101,RASHTRIYA CHEMS.& FERT.,IN,INR,55201000.0,49328189.0,616602368.52,0.08,1.0,0.08,8.235349552669378e-05
45692,2008-03-24,IN70S4,5176.0,INE019C01018,B032MC8,HIMADRI CHEMS.& INDS.,IN,INR,55201020.0,31239518.0,319749431.83140343,0.29,0.3368966,0.1,5.2154428492582e-05
45697,2008-03-24,IN0319,5161.0,INE178A01016,6121563,CHENNAI PETROLEUM CORPORATION,IN,INR,60101020.0,79184021.0,920744486.8909756,0.26,0.3307692,0.09,0.0001321978578862
45710,2008-03-24,IN81FT,27778.0,INE231F01020,B09G569,SASKEN TECHNOLOGIES,IN,INR,15102015.0,7689113.0,60544218.94132417,0.89,0.1426966,0.13,1.2836987245766168e-05
45735,2008-03-24,IN60S3,31753.0,INE255A01020,B15T3F4,EPL,IN,INR,45201020.0,14165551.0,118046260.76745866,0.12,1.0,0.12,2.364941151420849e-05
45741,2008-03-24,IN11EL,28914.0,INE067H01016,B00CWW1,ABG SHIPYARD,IN,INR,50206030.0,102001452.0,731717689.1495118,0.29,0.4806897,0.14,0.000170291597792
45782,2008-03-24,IN13NW,5308.0,INE078A01026,6099864,EMCO,IN,INR,50202010.0,27589897.0,275898967.2765305,0.1,1.0,0.1,4.606138001886593e-05
45871,2008-03-24,KR13DS,20135.0,KR7036530004,6223328,SNT HOLDINGS,KR,KRW,40101025.0,4511806.0,150393526.08,0.03,1.0,0.03,7.532467799259976e-06
46168,2008-03-24,778920,16552.0,TREULKR00015,B03MYX3,ULKER BISKUVI SANAYI,TR,TRY,45102020.0,91806063.0,655757603.9690766,0.14,1.0,0.14,0.0001532703784968
